midi_s3_key,token_s3_key,artist,title
clean_midi/lakh_midi_clean/Alexia/Goodbye.mid,processed/remi_tokens/Goodbye.npy,Alexia,Goodbye
clean_midi/lakh_midi_clean/Alexia/Happy.mid,processed/remi_tokens/Happy.npy,Alexia,Happy
clean_midi/lakh_midi_clean/Alexia/Uh_lalala.mid,processed/remi_tokens/Uh_lalala.npy,Alexia,Uh lalala
clean_midi/lakh_midi_clean/Alice/GEMINI-0-eternal.mid,processed/remi_tokens/GEMINI-0-eternal.npy,Alice,GEMINI-0-eternal
clean_midi/lakh_midi_clean/Alice/Gnossienne_n._1.mid,processed/remi_tokens/Gnossienne_n._1.npy,Alice,Gnossienne n. 1
clean_midi/lakh_midi_clean/Alice/Una_Notte_Speciale.mid,processed/remi_tokens/Una_Notte_Speciale.npy,Alice,Una Notte Speciale
clean_midi/lakh_midi_clean/Alice_Cooper/Be_My_Lover.1.mid,processed/remi_tokens/Be_My_Lover.1.npy,Alice Cooper,Be My Lover.1
clean_midi/lakh_midi_clean/Alice_Cooper/Be_My_Lover.2.mid,processed/remi_tokens/Be_My_Lover.2.npy,Alice Cooper,Be My Lover.2
clean_midi/lakh_midi_clean/Alice_Cooper/Be_My_Lover.mid,processed/remi_tokens/Be_My_Lover.npy,Alice Cooper,Be My Lover
clean_midi/lakh_midi_clean/Alice_Cooper/Billion_Dollar_Babies.1.mid,processed/remi_tokens/Billion_Dollar_Babies.1.npy,Alice Cooper,Billion Dollar Babies.1
clean_midi/lakh_midi_clean/Alice_Cooper/Billion_Dollar_Babies.mid,processed/remi_tokens/Billion_Dollar_Babies.npy,Alice Cooper,Billion Dollar Babies
clean_midi/lakh_midi_clean/Alice_Cooper/Caught_in_a_Dream.1.mid,processed/remi_tokens/Caught_in_a_Dream.1.npy,Alice Cooper,Caught in a Dream.1
clean_midi/lakh_midi_clean/Alice_Cooper/Caught_in_a_Dream.mid,processed/remi_tokens/Caught_in_a_Dream.npy,Alice Cooper,Caught in a Dream
clean_midi/lakh_midi_clean/Alice_Cooper/Eighteen.1.mid,processed/remi_tokens/Eighteen.1.npy,Alice Cooper,Eighteen.1
clean_midi/lakh_midi_clean/Alice_Cooper/Eighteen.mid,processed/remi_tokens/Eighteen.npy,Alice Cooper,Eighteen
clean_midi/lakh_midi_clean/Alice_Cooper/Elected.mid,processed/remi_tokens/Elected.npy,Alice Cooper,Elected
clean_midi/lakh_midi_clean/Alice_Cooper/Hello_Hooray.mid,processed/remi_tokens/Hello_Hooray.npy,Alice Cooper,Hello Hooray
clean_midi/lakh_midi_clean/Alice_Cooper/How_You_Gonna_See_Me_Now.mid,processed/remi_tokens/How_You_Gonna_See_Me_Now.npy,Alice Cooper,How You Gonna See Me Now
clean_midi/lakh_midi_clean/Alice_Cooper/Muscle_of_Love.mid,processed/remi_tokens/Muscle_of_Love.npy,Alice Cooper,Muscle of Love
clean_midi/lakh_midi_clean/Alice_Cooper/No_More_Mr_Nice_Guy.mid,processed/remi_tokens/No_More_Mr_Nice_Guy.npy,Alice Cooper,No More Mr Nice Guy
clean_midi/lakh_midi_clean/Alice_Cooper/Only_Woman_Bleed.mid,processed/remi_tokens/Only_Woman_Bleed.npy,Alice Cooper,Only Woman Bleed
clean_midi/lakh_midi_clean/Alice_Cooper/Only_Women_Bleed.1.mid,processed/remi_tokens/Only_Women_Bleed.1.npy,Alice Cooper,Only Women Bleed.1
clean_midi/lakh_midi_clean/Alice_Cooper/Only_Women_Bleed.mid,processed/remi_tokens/Only_Women_Bleed.npy,Alice Cooper,Only Women Bleed
clean_midi/lakh_midi_clean/Alice_Cooper/Poison.1.mid,processed/remi_tokens/Poison.1.npy,Alice Cooper,Poison.1
clean_midi/lakh_midi_clean/Alice_Cooper/Poison.2.mid,processed/remi_tokens/Poison.2.npy,Alice Cooper,Poison.2
clean_midi/lakh_midi_clean/Alice_Cooper/Poison.mid,processed/remi_tokens/Poison.npy,Alice Cooper,Poison
clean_midi/lakh_midi_clean/Alice_Cooper/Schools_Out.1.mid,processed/remi_tokens/Schools_Out.1.npy,Alice Cooper,Schools Out.1
clean_midi/lakh_midi_clean/Alice_Cooper/Schools_Out.mid,processed/remi_tokens/Schools_Out.npy,Alice Cooper,Schools Out
clean_midi/lakh_midi_clean/Alice_Cooper/You_and_Me.1.mid,processed/remi_tokens/You_and_Me.1.npy,Alice Cooper,You and Me.1
clean_midi/lakh_midi_clean/Alice_Cooper/You_and_Me.mid,processed/remi_tokens/You_and_Me.npy,Alice Cooper,You and Me
clean_midi/lakh_midi_clean/Alice_in_Chains/Angry_Chair.mid,processed/remi_tokens/Angry_Chair.npy,Alice in Chains,Angry Chair
clean_midi/lakh_midi_clean/Alice_in_Chains/Brother.mid,processed/remi_tokens/Brother.npy,Alice in Chains,Brother
clean_midi/lakh_midi_clean/Alice_in_Chains/Dam_That_River.mid,processed/remi_tokens/Dam_That_River.npy,Alice in Chains,Dam That River
clean_midi/lakh_midi_clean/Alice_in_Chains/Dont_Follow.mid,processed/remi_tokens/Dont_Follow.npy,Alice in Chains,Dont Follow
clean_midi/lakh_midi_clean/Alice_in_Chains/Heaven_Beside_You.mid,processed/remi_tokens/Heaven_Beside_You.npy,Alice in Chains,Heaven Beside You
clean_midi/lakh_midi_clean/Alice_in_Chains/I_Stay_Away.mid,processed/remi_tokens/I_Stay_Away.npy,Alice in Chains,I Stay Away
clean_midi/lakh_midi_clean/Alice_in_Chains/Killer_Is_Me.mid,processed/remi_tokens/Killer_Is_Me.npy,Alice in Chains,Killer Is Me
clean_midi/lakh_midi_clean/Alice_in_Chains/Man_in_a_Box_live_.mid,processed/remi_tokens/Man_in_a_Box_live_.npy,Alice in Chains,Man in a Box live 
clean_midi/lakh_midi_clean/Alice_in_Chains/No_Excuses.1.mid,processed/remi_tokens/No_Excuses.1.npy,Alice in Chains,No Excuses.1
clean_midi/lakh_midi_clean/Alice_in_Chains/No_Excuses.2.mid,processed/remi_tokens/No_Excuses.2.npy,Alice in Chains,No Excuses.2
clean_midi/lakh_midi_clean/Alice_in_Chains/No_Excuses.3.mid,processed/remi_tokens/No_Excuses.3.npy,Alice in Chains,No Excuses.3
clean_midi/lakh_midi_clean/Alice_in_Chains/No_Excuses.mid,processed/remi_tokens/No_Excuses.npy,Alice in Chains,No Excuses
clean_midi/lakh_midi_clean/Alice_in_Chains/Nutshell.mid,processed/remi_tokens/Nutshell.npy,Alice in Chains,Nutshell
clean_midi/lakh_midi_clean/Alice_in_Chains/Over_Now.1.mid,processed/remi_tokens/Over_Now.1.npy,Alice in Chains,Over Now.1
clean_midi/lakh_midi_clean/Alice_in_Chains/Over_Now.mid,processed/remi_tokens/Over_Now.npy,Alice in Chains,Over Now
clean_midi/lakh_midi_clean/Alice_in_Chains/Rooster.1.mid,processed/remi_tokens/Rooster.1.npy,Alice in Chains,Rooster.1
clean_midi/lakh_midi_clean/Alice_in_Chains/Rooster.2.mid,processed/remi_tokens/Rooster.2.npy,Alice in Chains,Rooster.2
clean_midi/lakh_midi_clean/Alice_in_Chains/Rooster.mid,processed/remi_tokens/Rooster.npy,Alice in Chains,Rooster
clean_midi/lakh_midi_clean/Alice_in_Chains/Sludge_Factory.1.mid,processed/remi_tokens/Sludge_Factory.1.npy,Alice in Chains,Sludge Factory.1
clean_midi/lakh_midi_clean/Alice_in_Chains/Them_Bones.mid,processed/remi_tokens/Them_Bones.npy,Alice in Chains,Them Bones
clean_midi/lakh_midi_clean/Alice_in_Chains/We_Die_Young.mid,processed/remi_tokens/We_Die_Young.npy,Alice in Chains,We Die Young
clean_midi/lakh_midi_clean/Alice_in_Chains/What_the_Hell_Have_I.mid,processed/remi_tokens/What_the_Hell_Have_I.npy,Alice in Chains,What the Hell Have I
clean_midi/lakh_midi_clean/Alice_in_Chains/Would.mid,processed/remi_tokens/Would.npy,Alice in Chains,Would
clean_midi/lakh_midi_clean/Alien_Ant_Farm/Smooth_Criminal.mid,processed/remi_tokens/Smooth_Criminal.npy,Alien Ant Farm,Smooth Criminal
clean_midi/lakh_midi_clean/Alison_Moyet/That_Ole_Devil_Called_Love.mid,processed/remi_tokens/That_Ole_Devil_Called_Love.npy,Alison Moyet,That Ole Devil Called Love
clean_midi/lakh_midi_clean/Alison_Moyet/Weak_in_the_Presence_of_Beauty.mid,processed/remi_tokens/Weak_in_the_Presence_of_Beauty.npy,Alison Moyet,Weak in the Presence of Beauty
"clean_midi/lakh_midi_clean/Alive/Tighter,_Tighter.mid","processed/remi_tokens/Tighter,_Tighter.npy",Alive,"Tighter, Tighter"
clean_midi/lakh_midi_clean/Alizee/Moi..._Lolita.1.mid,processed/remi_tokens/Moi..._Lolita.1.npy,Alizee,Moi... Lolita.1
clean_midi/lakh_midi_clean/Alizee/Moi..._Lolita.mid,processed/remi_tokens/Moi..._Lolita.npy,Alizee,Moi... Lolita
clean_midi/lakh_midi_clean/All-4-One/I_Can_Love_You_Like_That.1.mid,processed/remi_tokens/I_Can_Love_You_Like_That.1.npy,All-4-One,I Can Love You Like That.1
clean_midi/lakh_midi_clean/All-4-One/I_Can_Love_You_Like_That.mid,processed/remi_tokens/I_Can_Love_You_Like_That.npy,All-4-One,I Can Love You Like That
clean_midi/lakh_midi_clean/All-4-One/I_Swear.1.mid,processed/remi_tokens/I_Swear.1.npy,All-4-One,I Swear.1
clean_midi/lakh_midi_clean/All-4-One/I_Swear.2.mid,processed/remi_tokens/I_Swear.2.npy,All-4-One,I Swear.2
clean_midi/lakh_midi_clean/All-4-One/I_Swear.3.mid,processed/remi_tokens/I_Swear.3.npy,All-4-One,I Swear.3
clean_midi/lakh_midi_clean/All-4-One/I_Swear.4.mid,processed/remi_tokens/I_Swear.4.npy,All-4-One,I Swear.4
clean_midi/lakh_midi_clean/All-4-One/I_Swear.mid,processed/remi_tokens/I_Swear.npy,All-4-One,I Swear
clean_midi/lakh_midi_clean/All_Saints/Black_Coffee.1.mid,processed/remi_tokens/Black_Coffee.1.npy,All Saints,Black Coffee.1
clean_midi/lakh_midi_clean/All_Saints/Black_Coffee.mid,processed/remi_tokens/Black_Coffee.npy,All Saints,Black Coffee
clean_midi/lakh_midi_clean/All_Saints/Bootie_Call.mid,processed/remi_tokens/Bootie_Call.npy,All Saints,Bootie Call
clean_midi/lakh_midi_clean/All_Saints/I_Know_Where_Its_At.mid,processed/remi_tokens/I_Know_Where_Its_At.npy,All Saints,I Know Where Its At
clean_midi/lakh_midi_clean/All_Saints/Lady_Marmalade.1.mid,processed/remi_tokens/Lady_Marmalade.1.npy,All Saints,Lady Marmalade.1
clean_midi/lakh_midi_clean/All_Saints/Lady_Marmalade.mid,processed/remi_tokens/Lady_Marmalade.npy,All Saints,Lady Marmalade
clean_midi/lakh_midi_clean/All_Saints/Never_Ever.1.mid,processed/remi_tokens/Never_Ever.1.npy,All Saints,Never Ever.1
clean_midi/lakh_midi_clean/All_Saints/Never_Ever.2.mid,processed/remi_tokens/Never_Ever.2.npy,All Saints,Never Ever.2
clean_midi/lakh_midi_clean/All_Saints/Never_Ever.3.mid,processed/remi_tokens/Never_Ever.3.npy,All Saints,Never Ever.3
clean_midi/lakh_midi_clean/All_Saints/Never_Ever.mid,processed/remi_tokens/Never_Ever.npy,All Saints,Never Ever
clean_midi/lakh_midi_clean/All_Saints/Pure_Shoes.1.mid,processed/remi_tokens/Pure_Shoes.1.npy,All Saints,Pure Shoes.1
clean_midi/lakh_midi_clean/All_Saints/Pure_Shoes.2.mid,processed/remi_tokens/Pure_Shoes.2.npy,All Saints,Pure Shoes.2
clean_midi/lakh_midi_clean/All_Saints/Pure_Shoes.3.mid,processed/remi_tokens/Pure_Shoes.3.npy,All Saints,Pure Shoes.3
clean_midi/lakh_midi_clean/All_Saints/Pure_Shoes.4.mid,processed/remi_tokens/Pure_Shoes.4.npy,All Saints,Pure Shoes.4
clean_midi/lakh_midi_clean/All_Saints/Pure_Shoes.mid,processed/remi_tokens/Pure_Shoes.npy,All Saints,Pure Shoes
clean_midi/lakh_midi_clean/All_Saints/Under_the_Bridge.1.mid,processed/remi_tokens/Under_the_Bridge.1.npy,All Saints,Under the Bridge.1
clean_midi/lakh_midi_clean/All_Saints/Under_the_Bridge.mid,processed/remi_tokens/Under_the_Bridge.npy,All Saints,Under the Bridge
"clean_midi/lakh_midi_clean/Allan_Sherman/Hello_Mudduh,_Hello_Fadduh_A_Letter_from_Camp_.mid","processed/remi_tokens/Hello_Mudduh,_Hello_Fadduh_A_Letter_from_Camp_.npy",Allan Sherman,"Hello Mudduh, Hello Fadduh A Letter from Camp "
clean_midi/lakh_midi_clean/Allan_Theo/Lola.mid,processed/remi_tokens/Lola.npy,Allan Theo,Lola
clean_midi/lakh_midi_clean/Allen_Toussaint/Whirlaway.mid,processed/remi_tokens/Whirlaway.npy,Allen Toussaint,Whirlaway
clean_midi/lakh_midi_clean/Alliage/Baila.mid,processed/remi_tokens/Baila.npy,Alliage,Baila
clean_midi/lakh_midi_clean/Alliage/Cruel_Summer.mid,processed/remi_tokens/Cruel_Summer.npy,Alliage,Cruel Summer
clean_midi/lakh_midi_clean/Alliage/Le_temps_qui_court.1.mid,processed/remi_tokens/Le_temps_qui_court.1.npy,Alliage,Le temps qui court.1
clean_midi/lakh_midi_clean/Alliage/Le_temps_qui_court.mid,processed/remi_tokens/Le_temps_qui_court.npy,Alliage,Le temps qui court
clean_midi/lakh_midi_clean/Alliage/Lucy.mid,processed/remi_tokens/Lucy.npy,Alliage,Lucy
clean_midi/lakh_midi_clean/Alliage/Te_garder_pres_de_moi_feat.Boyzone_.mid,processed/remi_tokens/Te_garder_pres_de_moi_feat.Boyzone_.npy,Alliage,Te garder pres de moi feat.Boyzone 
clean_midi/lakh_midi_clean/Allure/All_Cried_Out.mid,processed/remi_tokens/All_Cried_Out.npy,Allure,All Cried Out
clean_midi/lakh_midi_clean/Alma_Cogan/Tennessee_Waltz.1.mid,processed/remi_tokens/Tennessee_Waltz.1.npy,Alma Cogan,Tennessee Waltz.1
clean_midi/lakh_midi_clean/Alma_Cogan/Tennessee_Waltz.mid,processed/remi_tokens/Tennessee_Waltz.npy,Alma Cogan,Tennessee Waltz
clean_midi/lakh_midi_clean/Alpenrebellen/Die_Leut_am_Land.mid,processed/remi_tokens/Die_Leut_am_Land.npy,Alpenrebellen,Die Leut am Land
clean_midi/lakh_midi_clean/Alpentrio_Tirol/Alpentrio_Hitmix_Alpentrio-Medley_Hast_a_bisserl_Zeit_fur_mi_Tepperter_Bua_Hallo_kleine_Traumfrau_Vergiss_die_Liebe_nicht_Ich_freu_mich_schon_auf_dich_Ich_hab_was_ganz_liebs_traumt_von_dir_Geheimnis_der_Johannesnacht_Engel_v._Ma.1.mid,processed/remi_tokens/Alpentrio_Hitmix_Alpentrio-Medley_Hast_a_bisserl_Zeit_fur_mi_Tepperter_Bua_Hallo_kleine_Traumfrau_Vergiss_die_Liebe_nicht_Ich_freu_mich_schon_auf_dich_Ich_hab_was_ganz_liebs_traumt_von_dir_Geheimnis_der_Johannesnacht_Engel_v._Ma.1.npy,Alpentrio Tirol,Alpentrio Hitmix Alpentrio-Medley Hast a bisserl Zeit fur mi Tepperter Bua Hallo kleine Traumfrau Vergiss die Liebe nicht Ich freu mich schon auf dich Ich hab was ganz liebs traumt von dir Geheimnis der Johannesnacht Engel v. Ma.1
clean_midi/lakh_midi_clean/Alpentrio_Tirol/Alpentrio_Hitmix_Alpentrio-Medley_Hast_a_bisserl_Zeit_fur_mi_Tepperter_Bua_Hallo_kleine_Traumfrau_Vergiss_die_Liebe_nicht_Ich_freu_mich_schon_auf_dich_Ich_hab_was_ganz_liebs_traumt_von_dir_Geheimnis_der_Johannesnacht_Engel_v._Ma.mid,processed/remi_tokens/Alpentrio_Hitmix_Alpentrio-Medley_Hast_a_bisserl_Zeit_fur_mi_Tepperter_Bua_Hallo_kleine_Traumfrau_Vergiss_die_Liebe_nicht_Ich_freu_mich_schon_auf_dich_Ich_hab_was_ganz_liebs_traumt_von_dir_Geheimnis_der_Johannesnacht_Engel_v._Ma.npy,Alpentrio Tirol,Alpentrio Hitmix Alpentrio-Medley Hast a bisserl Zeit fur mi Tepperter Bua Hallo kleine Traumfrau Vergiss die Liebe nicht Ich freu mich schon auf dich Ich hab was ganz liebs traumt von dir Geheimnis der Johannesnacht Engel v. Ma
clean_midi/lakh_midi_clean/Alpert/A_Banda.mid,processed/remi_tokens/A_Banda.npy,Alpert,A Banda
clean_midi/lakh_midi_clean/Alpert/A_Taste_of_Honey.1.mid,processed/remi_tokens/A_Taste_of_Honey.1.npy,Alpert,A Taste of Honey.1
clean_midi/lakh_midi_clean/Alpert/A_Taste_of_Honey.mid,processed/remi_tokens/A_Taste_of_Honey.npy,Alpert,A Taste of Honey
clean_midi/lakh_midi_clean/Alpert/So_Whats_New.mid,processed/remi_tokens/So_Whats_New.npy,Alpert,So Whats New
clean_midi/lakh_midi_clean/Alpert/South_of_the_Border.mid,processed/remi_tokens/South_of_the_Border.npy,Alpert,South of the Border
clean_midi/lakh_midi_clean/Alpert/Tijuana_Taxi.mid,processed/remi_tokens/Tijuana_Taxi.npy,Alpert,Tijuana Taxi
clean_midi/lakh_midi_clean/Alphaville/Big_in_Japan.mid,processed/remi_tokens/Big_in_Japan.npy,Alphaville,Big in Japan
clean_midi/lakh_midi_clean/Alphaville/Forever_Young.mid,processed/remi_tokens/Forever_Young.npy,Alphaville,Forever Young
clean_midi/lakh_midi_clean/Alunni_del_Sole/Isa..._Isabella.mid,processed/remi_tokens/Isa..._Isabella.npy,Alunni del Sole,Isa... Isabella
clean_midi/lakh_midi_clean/Alvin_Stardust/I_Feel_Like_Buddy_Holly.mid,processed/remi_tokens/I_Feel_Like_Buddy_Holly.npy,Alvin Stardust,I Feel Like Buddy Holly
clean_midi/lakh_midi_clean/Amanda_McBroom/The_Rose.mid,processed/remi_tokens/The_Rose.npy,Amanda McBroom,The Rose
clean_midi/lakh_midi_clean/Amber/This_Is_Your_Night.mid,processed/remi_tokens/This_Is_Your_Night.npy,Amber,This Is Your Night
clean_midi/lakh_midi_clean/Ambra/Aspettavo_te.1.mid,processed/remi_tokens/Aspettavo_te.1.npy,Ambra,Aspettavo te.1
clean_midi/lakh_midi_clean/Ambra/Aspettavo_te.2.mid,processed/remi_tokens/Aspettavo_te.2.npy,Ambra,Aspettavo te.2
clean_midi/lakh_midi_clean/Ambra/Aspettavo_te.mid,processed/remi_tokens/Aspettavo_te.npy,Ambra,Aspettavo te
clean_midi/lakh_midi_clean/Ambra/Lunes_Martes.mid,processed/remi_tokens/Lunes_Martes.npy,Ambra,Lunes Martes
clean_midi/lakh_midi_clean/Ambra/Ritmo_vitale.mid,processed/remi_tokens/Ritmo_vitale.npy,Ambra,Ritmo vitale
clean_midi/lakh_midi_clean/Ambra/Tappartengo.mid,processed/remi_tokens/Tappartengo.npy,Ambra,Tappartengo
clean_midi/lakh_midi_clean/Amedeo_Minghi/1950.mid,processed/remi_tokens/1950.npy,Amedeo Minghi,1950
clean_midi/lakh_midi_clean/Amedeo_Minghi/Cantare_e_damore.1.mid,processed/remi_tokens/Cantare_e_damore.1.npy,Amedeo Minghi,Cantare e damore.1
clean_midi/lakh_midi_clean/Amedeo_Minghi/Cantare_e_damore.2.mid,processed/remi_tokens/Cantare_e_damore.2.npy,Amedeo Minghi,Cantare e damore.2
clean_midi/lakh_midi_clean/Amedeo_Minghi/Cantare_e_damore.mid,processed/remi_tokens/Cantare_e_damore.npy,Amedeo Minghi,Cantare e damore
clean_midi/lakh_midi_clean/Amedeo_Minghi/Decenni.mid,processed/remi_tokens/Decenni.npy,Amedeo Minghi,Decenni
clean_midi/lakh_midi_clean/Amedeo_Minghi/E_questo_il_vivere.1.mid,processed/remi_tokens/E_questo_il_vivere.1.npy,Amedeo Minghi,E questo il vivere.1
clean_midi/lakh_midi_clean/Amedeo_Minghi/E_questo_il_vivere.mid,processed/remi_tokens/E_questo_il_vivere.npy,Amedeo Minghi,E questo il vivere
clean_midi/lakh_midi_clean/Amedeo_Minghi/Futuro_come_te.mid,processed/remi_tokens/Futuro_come_te.npy,Amedeo Minghi,Futuro come te
clean_midi/lakh_midi_clean/Amedeo_Minghi/Gelosi_amori_miei.mid,processed/remi_tokens/Gelosi_amori_miei.npy,Amedeo Minghi,Gelosi amori miei
clean_midi/lakh_midi_clean/Amedeo_Minghi/I_ricordi_del_cuore.1.mid,processed/remi_tokens/I_ricordi_del_cuore.1.npy,Amedeo Minghi,I ricordi del cuore.1
clean_midi/lakh_midi_clean/Amedeo_Minghi/I_ricordi_del_cuore.mid,processed/remi_tokens/I_ricordi_del_cuore.npy,Amedeo Minghi,I ricordi del cuore
clean_midi/lakh_midi_clean/Amedeo_Minghi/La_vita_mia.mid,processed/remi_tokens/La_vita_mia.npy,Amedeo Minghi,La vita mia
clean_midi/lakh_midi_clean/Amedeo_Minghi/Limmenso.mid,processed/remi_tokens/Limmenso.npy,Amedeo Minghi,Limmenso
clean_midi/lakh_midi_clean/Amedeo_Minghi/Nene.1.mid,processed/remi_tokens/Nene.1.npy,Amedeo Minghi,Nene.1
clean_midi/lakh_midi_clean/Amedeo_Minghi/Nene.2.mid,processed/remi_tokens/Nene.2.npy,Amedeo Minghi,Nene.2
clean_midi/lakh_midi_clean/Amedeo_Minghi/Nene.mid,processed/remi_tokens/Nene.npy,Amedeo Minghi,Nene
clean_midi/lakh_midi_clean/Amedeo_Minghi/Notte_bella_magnifica.mid,processed/remi_tokens/Notte_bella_magnifica.npy,Amedeo Minghi,Notte bella magnifica
clean_midi/lakh_midi_clean/Amedeo_Minghi/Un_uomo_venuto_da_lontano.mid,processed/remi_tokens/Un_uomo_venuto_da_lontano.npy,Amedeo Minghi,Un uomo venuto da lontano
clean_midi/lakh_midi_clean/Amedeo_Minghi/Vattene_amore_feat._Amedeo_Minghi_.1.mid,processed/remi_tokens/Vattene_amore_feat._Amedeo_Minghi_.1.npy,Amedeo Minghi,Vattene amore feat. Amedeo Minghi .1
clean_midi/lakh_midi_clean/Amedeo_Minghi/Vattene_amore_feat._Amedeo_Minghi_.2.mid,processed/remi_tokens/Vattene_amore_feat._Amedeo_Minghi_.2.npy,Amedeo Minghi,Vattene amore feat. Amedeo Minghi .2
clean_midi/lakh_midi_clean/Amedeo_Minghi/Vattene_amore_feat._Amedeo_Minghi_.mid,processed/remi_tokens/Vattene_amore_feat._Amedeo_Minghi_.npy,Amedeo Minghi,Vattene amore feat. Amedeo Minghi 
clean_midi/lakh_midi_clean/America/A_Horse_With_No_Name.1.mid,processed/remi_tokens/A_Horse_With_No_Name.1.npy,America,A Horse With No Name.1
clean_midi/lakh_midi_clean/America/A_Horse_With_No_Name.mid,processed/remi_tokens/A_Horse_With_No_Name.npy,America,A Horse With No Name
clean_midi/lakh_midi_clean/America/Daisy_Jane.mid,processed/remi_tokens/Daisy_Jane.npy,America,Daisy Jane
clean_midi/lakh_midi_clean/America/I_Need_You.mid,processed/remi_tokens/I_Need_You.npy,America,I Need You
clean_midi/lakh_midi_clean/America/Lonely_People.mid,processed/remi_tokens/Lonely_People.npy,America,Lonely People
clean_midi/lakh_midi_clean/America/Muskrat_Love.mid,processed/remi_tokens/Muskrat_Love.npy,America,Muskrat Love
clean_midi/lakh_midi_clean/America/Sandman.mid,processed/remi_tokens/Sandman.npy,America,Sandman
clean_midi/lakh_midi_clean/America/Sister_Golden_Hair.mid,processed/remi_tokens/Sister_Golden_Hair.npy,America,Sister Golden Hair
clean_midi/lakh_midi_clean/America/Tin_Man.mid,processed/remi_tokens/Tin_Man.npy,America,Tin Man
clean_midi/lakh_midi_clean/America/Ventura_Highway.1.mid,processed/remi_tokens/Ventura_Highway.1.npy,America,Ventura Highway.1
clean_midi/lakh_midi_clean/America/Ventura_Highway.mid,processed/remi_tokens/Ventura_Highway.npy,America,Ventura Highway
clean_midi/lakh_midi_clean/America/You_Can_Do_Magic.mid,processed/remi_tokens/You_Can_Do_Magic.npy,America,You Can Do Magic
clean_midi/lakh_midi_clean/American_Made/American_Made.mid,processed/remi_tokens/American_Made.npy,American Made,American Made
clean_midi/lakh_midi_clean/Amie_Comeaux/Blue.mid,processed/remi_tokens/Blue.npy,Amie Comeaux,Blue
clean_midi/lakh_midi_clean/Amii_Stewart/Knock_on_Wood.1.mid,processed/remi_tokens/Knock_on_Wood.1.npy,Amii Stewart,Knock on Wood.1
clean_midi/lakh_midi_clean/Amii_Stewart/Knock_on_Wood.mid,processed/remi_tokens/Knock_on_Wood.npy,Amii Stewart,Knock on Wood
clean_midi/lakh_midi_clean/Amina/Le_Dernier_qui_a_parle.mid,processed/remi_tokens/Le_Dernier_qui_a_parle.npy,Amina,Le Dernier qui a parle
"clean_midi/lakh_midi_clean/Amos,_Tori/1000_Oceans.mid",processed/remi_tokens/1000_Oceans.npy,"Amos, Tori",1000 Oceans
"clean_midi/lakh_midi_clean/Amos,_Tori/Bliss.mid",processed/remi_tokens/Bliss.npy,"Amos, Tori",Bliss
"clean_midi/lakh_midi_clean/Amos,_Tori/China.mid",processed/remi_tokens/China.npy,"Amos, Tori",China
"clean_midi/lakh_midi_clean/Amos,_Tori/Concertina.mid",processed/remi_tokens/Concertina.npy,"Amos, Tori",Concertina
"clean_midi/lakh_midi_clean/Amos,_Tori/Cornflake_Girl.1.mid",processed/remi_tokens/Cornflake_Girl.1.npy,"Amos, Tori",Cornflake Girl.1
"clean_midi/lakh_midi_clean/Amos,_Tori/Cornflake_Girl.2.mid",processed/remi_tokens/Cornflake_Girl.2.npy,"Amos, Tori",Cornflake Girl.2
"clean_midi/lakh_midi_clean/Amos,_Tori/Cornflake_Girl.3.mid",processed/remi_tokens/Cornflake_Girl.3.npy,"Amos, Tori",Cornflake Girl.3
"clean_midi/lakh_midi_clean/Amos,_Tori/Cornflake_Girl.mid",processed/remi_tokens/Cornflake_Girl.npy,"Amos, Tori",Cornflake Girl
"clean_midi/lakh_midi_clean/Amos,_Tori/Crucify.mid",processed/remi_tokens/Crucify.npy,"Amos, Tori",Crucify
"clean_midi/lakh_midi_clean/Amos,_Tori/Daisy_Dead_Petals.mid",processed/remi_tokens/Daisy_Dead_Petals.npy,"Amos, Tori",Daisy Dead Petals
"clean_midi/lakh_midi_clean/Amos,_Tori/Flying_Dutchman.mid",processed/remi_tokens/Flying_Dutchman.npy,"Amos, Tori",Flying Dutchman
"clean_midi/lakh_midi_clean/Amos,_Tori/Here_in_My_Head.mid",processed/remi_tokens/Here_in_My_Head.npy,"Amos, Tori",Here in My Head
"clean_midi/lakh_midi_clean/Amos,_Tori/Humpty_Dumpty.mid",processed/remi_tokens/Humpty_Dumpty.npy,"Amos, Tori",Humpty Dumpty
"clean_midi/lakh_midi_clean/Amos,_Tori/Jackies_Strength.mid",processed/remi_tokens/Jackies_Strength.npy,"Amos, Tori",Jackies Strength
"clean_midi/lakh_midi_clean/Amos,_Tori/Josephine.mid",processed/remi_tokens/Josephine.npy,"Amos, Tori",Josephine
"clean_midi/lakh_midi_clean/Amos,_Tori/Northern_Lad.mid",processed/remi_tokens/Northern_Lad.npy,"Amos, Tori",Northern Lad
"clean_midi/lakh_midi_clean/Amos,_Tori/Ode_to_the_Banana_King.mid",processed/remi_tokens/Ode_to_the_Banana_King.npy,"Amos, Tori",Ode to the Banana King
"clean_midi/lakh_midi_clean/Amos,_Tori/Playboy_Mommy.mid",processed/remi_tokens/Playboy_Mommy.npy,"Amos, Tori",Playboy Mommy
"clean_midi/lakh_midi_clean/Amos,_Tori/Raspberry_Swirl.mid",processed/remi_tokens/Raspberry_Swirl.npy,"Amos, Tori",Raspberry Swirl
